0 0.451169 	Gradual-[CGTT(wv)](None, cardinal)
0.761784 0.559996 	[MDD(sum)(wv)],[L-R both/1.5(fwv)]
0.761803 0.520664 	[Schwartz(wv)],[ODM(0.001)(wv)]
0.761803 0.559314 	[MDD(sum)(wv)],[L-R both/0.75(wv)]
0.761822 0.559805 	[MDD(sum)(wv)],[L-R both/1.75(wv)]
0.761859 0.56006 	[MDD(sum)(wv)],[L-R both/1.5(w/tv)]
0.761882 0.523828 	[Schwartz(wv)],[ODM(0.001)(fwv)]
0.7619 0.55993 	[MDD(sum)(wv)],[L-R both/2.25(fwv)]
0.761924 0.532705 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(tourn-wv)]
0.761931 0.520292 	[CDTT(wv)],[ODM(0.001)(wv)]
0.761934 0.520575 	[CGTT(wv)],[ODM(0.001)(wv)]
0.761956 0.559954 	[MDD(sum)(wv)],[L-R both/2(w/tv)]
0.762016 0.524282 	[Smith(wv)],[ODM(0.001)(fwv)]
0.762103 0.559938 	[MDD(sum)(wv)],[L-R both/1(fwv)]
0.762105 0.55984 	[MDD(sum)(wv)],[L-R both/1.75(w/tv)]
0.76216 0.559867 	[MDD(sum)(wv)],[L-R both/2(fwv)]
0.762176 0.561158 	L-R both/1.5(w/tv)
0.762178 0.520592 	ODM(0.001)(wv)
0.762237 0.560057 	[MDD(sum)(wv)],[L-R both/1.25(fwv)]
0.762254 0.394068 	[Smith(wv)],[AVGEliminate-[Antiplurality]/fd]
0.762365 0.524357 	[CDTT(wv)],[ODM(0.001)(fwv)]
0.762366 0.561017 	L-R both/1.5(wv)
0.762393 0.121138 	[SDom(wv)],[Mode-Ratings]
0.762402 0.557226 	[MDD(sum)(wv)],[ODM-arctan(0.001)(wv)]
0.762414 0.56778 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(PO)]
0.762442 0.56199 	[Condorcet],[L-R both/2(fwv)]
0.762459 0.547964 	[Condorcet],[Dodgson-Quick(w/tv)]
0.762531 0.557924 	[CGTT(wv)],[ODM-arctan(0.001)(w/tv)]
0.762546 0.548214 	[Smith(wv)],[Dodgson-Quick(w/tv)]
0.762553 0.556841 	[Smith(wv)],[ODM-arctan(0.001)(wv)]
0.76256 0.557903 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(fwv)]
0.762577 0.558627 	[CDTT(wv)],[ODM-arctan(0.001)(w/tv)]
0.762641 0.562287 	[Condorcet],[L-R both/2(w/tv)]
0.762659 0.562303 	[Condorcet],[L-R both/1.75(fwv)]
0.762663 0.562895 	L-R both/1.75(fwv)
0.762748 0.55687 	[Schwartz(wv)],[ODM-arctan(0.001)(wv)]
0.762749 0.562269 	[Condorcet],[L-R both/1.75(wv)]
0.762793 0.562443 	L-R both/1.75(wv)
0.762824 0.558455 	[CGTT(wv)],[Keener(0.001, +1, norm)(fwv)]
0.762828 0.558418 	[CDTT(wv)],[Keener(0.001, +1, norm)(fwv)]
0.762853 0.530422 	[MDD(sum)(wv)],[ODM-arctan(0.001)(tourn-wv)]
0.762861 0.549726 	[CGTT(wv)],[ODM-arctan(0.001)(fwv)]
0.762869 0.558477 	Keener(0.001, +1, norm)(fwv)
0.76288 0.565471 	[MDD(sum)(wv)],[NREM-Opt]
0.762919 0.557606 	[MDD(sum)(wv)],[ODM-arctan(0.001)(w/tv)]
0.762923 0.558423 	[Smith(wv)],[Keener(0.001, +1, norm)(fwv)]
0.762925 0.562231 	[Condorcet],[L-R both/2(wv)]
0.762943 0.558314 	[Schwartz(wv)],[ODM-arctan(0.001)(w/tv)]
0.762952 0.562333 	[Condorcet],[L-R both/1.75(w/tv)]
0.762963 0.56793 	[MDD(sum)(wv)],[L-R both/1.75(rel-margins)]
0.762966 0.550249 	[Smith(wv)],[L-R defense/1.75(w/tv)]
0.762967 0.558513 	[Condorcet],[Keener(0.001, +1, norm)(fwv)]
0.762973 0.558451 	[Schwartz(wv)],[Keener(0.001, +1, norm)(fwv)]
0.763011 0.562309 	L-R both/1.75(w/tv)
0.763039 0.569418 	[MDD(sum)(wv)],[L-R both/2(rel-margins)]
0.763054 0.548043 	Dodgson-Quick(w/tv)
0.763063 0.557081 	[CDTT(wv)],[ODM-arctan(0.001)(wv)]
0.763091 0.696549 	[SDom(wv)],[L-R defense/1.25(rel-margins)]
0.763117 0.556807 	[Condorcet],[ODM-arctan(0.001)(wv)]
0.763121 0.556655 	ODM-arctan(0.001)(wv)
0.763142 0.556934 	[CGTT(wv)],[ODM-arctan(0.001)(wv)]
0.76337 0.550213 	[MDD(sum)(wv)],[ODM-arctan(0.001)(fwv)]
0.763422 0.558379 	ODM-arctan(0.001)(w/tv)
0.763512 0.550138 	ODM-arctan(0.001)(fwv)
0.763518 0.564513 	[Condorcet],[L-R both/2.25(w/tv)]
0.763522 0.531212 	[MDD(sum)(wv)],[AVGEliminate-[Plurality]/fd]
0.763533 0.549264 	[CDTT(wv)],[ODM-arctan(0.001)(fwv)]
0.763535 0.558358 	[Condorcet],[ODM-arctan(0.001)(w/tv)]
0.763557 0.558448 	[Smith(wv)],[ODM-arctan(0.001)(w/tv)]
0.763683 0.559636 	[Condorcet],[Sinkhorn(0.001, +1)(fwv)]
0.763726 0.549941 	[Condorcet],[ODM-arctan(0.001)(fwv)]
0.763742 0.559547 	Sinkhorn(0.001, +1)(fwv)
0.763744 0.53925 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.763826 0.549865 	[Schwartz(wv)],[ODM-arctan(0.001)(fwv)]
0.76385 0.559258 	[Smith(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.763869 0.559598 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.763937 0.559364 	[CDTT(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.763972 0.564474 	[Condorcet],[L-R both/2.25(wv)]
0.764014 0.565033 	L-R both/2(w/tv)
0.764106 0.538577 	[CDTT(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.764108 0.550454 	[Smith(wv)],[ODM-arctan(0.001)(fwv)]
0.764121 0.563356 	[MDD(sum)(wv)],[L-R offense/2.25(keener)]
0.764143 0.564536 	[Condorcet],[L-R both/2.25(fwv)]
0.764203 0.559394 	[CGTT(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.764235 0.565548 	L-R both/2(wv)
0.764275 0.558825 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.764445 0.565655 	L-R both/2(fwv)
0.764526 0.536689 	[MDD(sum)(wv)],[ODM(0.001)(w/tv)]
0.764992 0.537406 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.765096 0.539444 	[CGTT(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.765317 0.547121 	[Schwartz(wv)],[Ext-Minmin(w/tv)]
0.765386 0.539535 	Sinkhorn(0.001, +1)(w/tv)
0.765392 0.568385 	L-R both/2.25(fwv)
0.765436 0.538412 	[MDD(sum)(wv)],[ODM(0.001)(wv)]
0.76546 0.569869 	[MDD(sum)(wv)],[L-R both/2.25(rel-margins)]
0.765619 0.54683 	[CDTT(wv)],[Ext-Minmin(w/tv)]
0.765671 0.546747 	[CGTT(wv)],[Ext-Minmin(w/tv)]
0.765684 0.568094 	L-R both/2.25(wv)
0.765744 0.539338 	[Smith(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.765815 0.549273 	[MDD(sum)(wv)],[Ext-Minmin(w/tv)]
0.765854 0.5347 	[MDD(sum)(wv)],[AVGEliminate-[VoteForAgainst]/fd]
0.765946 0.539047 	[Condorcet],[Sinkhorn(0.001, +1)(w/tv)]
0.766041 0.539161 	[MDD(sum)(wv)],[ODM(0.001)(fwv)]
0.76612 0.56791 	L-R both/2.25(w/tv)
0.766844 0.671479 	[SDom(wv)],[L-R both/1(rel-margins)]
0.766854 0.539574 	[CDTT(wv)],[Sinkhorn(0.001, +1)(wv)]
0.76691 0.54657 	[Smith(wv)],[Ext-Minmin(w/tv)]
0.767026 0.534841 	[MDD(sum)(wv)],[Eliminate-[VoteForAgainst]/fd]
0.76716 0.420377 	[Smith(wv)],[Eliminate-[Antiplurality]/fd]
0.767293 0.546697 	[Condorcet],[Ext-Minmin(w/tv)]
0.767418 0.550956 	[MDD(sum)(wv)],[ODM(0.001)(rel-margins)]
0.767431 0.560753 	[MDD(sum)(wv)],[L-R offense/0.75(rel-margins)]
0.76744 0.5385 	Sinkhorn(0.001, +1)(wv)
0.767449 0.539143 	[Smith(wv)],[Sinkhorn(0.001, +1)(wv)]
0.767491 0.547353 	Ext-Minmin(w/tv)
0.767511 0.538517 	[CGTT(wv)],[Sinkhorn(0.001, +1)(wv)]
0.767577 0.668193 	[SDom(wv)],[L-R defense/1.25(PO)]
0.767584 0.670834 	[SDom(wv)],[L-R offense/0.5(PO)]
0.768012 0.668714 	[SDom(wv)],[L-R defense/1.5(PO)]
0.768112 0.671448 	[SDom(wv)],[L-R offense/0.75(PO)]
0.768128 0.538641 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(wv)]
0.76825 0.538528 	[Condorcet],[Sinkhorn(0.001, +1)(wv)]
0.768292 0.547953 	[MDD(sum)(wv)],[Gradual-[Copeland](None, cardinal)]
0.768378 0.670832 	[SDom(wv)],[L-R defense/1(PO)]
0.768397 0.670816 	[SDom(wv)],[L-R both/2(PO)]
0.76842 0.541206 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(wv)]
0.768443 0.685921 	[SDom(wv)],[L-R defense/1(rel-margins)]
0.768473 0.670922 	[SDom(wv)],[Borda]
0.768502 0.511279 	[CDTT(wv)],[2. order Copeland]
0.76852 0.800412 	AVGEliminate-[Nauru Borda]/fd
0.768574 0.671162 	[SDom(wv)],[L-R both/1(PO)]
0.768637 0.670798 	[SDom(wv)],[L-R offense/1(PO)]
0.768803 0.510516 	[CDTT(wv)],[2. order Copeland]
0.768845 0.548811 	[MDD(sum)(wv)],[Eliminate-[Nauru Borda]/fd]
0.768872 0.510765 	[CGTT(wv)],[2. order Copeland]
0.76894 0.510505 	[Smith(wv)],[2. order Copeland]
0.768954 0.511152 	[CDTT(wv)],[2. order Copeland]
0.768965 0.510518 	[Schwartz(wv)],[2. order Copeland]
0.768967 0.510699 	[CDTT(wv)],[2. order Copeland]
0.768978 0.510285 	[Schwartz(wv)],[2. order Copeland]
0.769 0.510858 	[CGTT(wv)],[2. order Copeland]
0.769019 0.511023 	[Schwartz(wv)],[2. order Copeland]
0.76904 0.511179 	[Schwartz(wv)],[2. order Copeland]
0.769042 0.511064 	[Schwartz(wv)],[2. order Copeland]
0.769061 0.510284 	[Smith(wv)],[2. order Copeland]
0.769097 0.51059 	[Schwartz(wv)],[2. order Copeland]
0.769123 0.561604 	[CGTT(wv)],[L-R offense/0.75(w/tv)]
0.769169 0.510983 	[CDTT(wv)],[2. order Copeland]
0.76917 0.510351 	[CDTT(wv)],[2. order Copeland]
0.769172 0.510907 	[Schwartz(wv)],[2. order Copeland]
0.769177 0.511087 	[Smith(wv)],[2. order Copeland]
0.769186 0.561619 	[Schwartz(wv)],[L-R offense/0.75(w/tv)]
0.76919 0.553659 	[MDD(sum)(wv)],[L-R offense/0.25(rel-margins)]
0.769193 0.510773 	[CGTT(wv)],[2. order Copeland]
0.769202 0.575305 	L-R defense/2(fwv)
0.769204 0.561359 	[Schwartz(wv)],[L-R offense/0.5(w/tv)]
0.769235 0.562821 	[Condorcet],[L-R offense/0.25(w/tv)]
0.769239 0.562951 	[Condorcet],[L-R offense/0.5(w/tv)]
0.769255 0.686097 	[SDom(wv)],[L-R both/1.25(rel-margins)]
0.769291 0.56146 	[Schwartz(wv)],[L-R offense/0.25(w/tv)]
0.769293 0.561044 	[CGTT(wv)],[L-R offense/0.5(w/tv)]
0.769306 0.510567 	[CDTT(wv)],[2. order Copeland]
0.76931 0.562942 	[Smith(wv)],[L-R offense/0.75(w/tv)]
0.769316 0.576403 	L-R defense/2.25(fwv)
0.769329 0.562803 	L-R offense/0.25(w/tv)
0.769331 0.560931 	[CGTT(wv)],[L-R offense/0.25(w/tv)]
0.769351 0.668643 	[SDom(wv)],[ODM-arctan(0.001)(PO)]
0.769354 0.561114 	[CDTT(wv)],[L-R offense/0.5(w/tv)]
0.769356 0.562558 	[Condorcet],[L-R offense/0.75(w/tv)]
0.769378 0.697727 	[SDom(wv)],[L-R both/1.5(rel-margins)]
0.769402 0.562914 	[Smith(wv)],[L-R offense/0.25(w/tv)]
0.769412 0.562802 	[MDD(sum)(wv)],[L-R offense/0.75(w/tv)]
0.769427 0.510648 	[CGTT(wv)],[2. order Copeland]
0.769461 0.511026 	[CGTT(wv)],[2. order Copeland]
0.769501 0.557185 	[MDD(sum)(wv)],[L-R offense/0.5(rel-margins)]
0.76952 0.562913 	[MDD(sum)(wv)],[L-R offense/0.25(w/tv)]
0.769537 0.562815 	[Smith(wv)],[L-R offense/0.5(w/tv)]
0.769546 0.562744 	L-R offense/0.5(w/tv)
0.769555 0.510121 	[Smith(wv)],[2. order Copeland]
0.769559 0.510366 	[Smith(wv)],[2. order Copeland]
0.769562 0.719006 	[SDom(wv)],[L-R both/2(rel-margins)]
0.769584 0.510863 	[Smith(wv)],[2. order Copeland]
0.769594 0.562657 	L-R offense/0.75(w/tv)
0.769595 0.561275 	[CDTT(wv)],[L-R offense/0.75(w/tv)]
0.769622 0.510307 	[Smith(wv)],[2. order Copeland]
0.769624 0.562723 	[MDD(sum)(wv)],[L-R offense/0.5(w/tv)]
0.769653 0.561624 	[CDTT(wv)],[L-R offense/0.25(w/tv)]
0.769733 0.510453 	[CGTT(wv)],[2. order Copeland]
0.76978 0.575461 	L-R defense/2.25(wv)
0.769786 0.511028 	[CGTT(wv)],[2. order Copeland]
0.769841 0.673886 	[SDom(wv)],[ODM(0.001)(PO)]
0.76993 0.671753 	[SDom(wv)],[L-R offense/1.25(PO)]
0.769956 0.558622 	[CGTT(wv)],[L-R offense/1(w/tv)]
0.769977 0.676867 	[SDom(wv)],[L-R both/0.25(PO)]
0.770015 0.560838 	[Condorcet],[L-R offense/1(w/tv)]
0.770046 0.533383 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770061 0.555936 	[MDD(sum)(wv)],[L-R offense/0.5(fwv)]
0.770096 0.735669 	[SDom(wv)],[L-R both/2.25(rel-margins)]
0.770112 0.559368 	[CDTT(wv)],[L-R offense/1(w/tv)]
0.770124 0.674024 	[SDom(wv)],[L-R both/0.75(PO)]
0.770197 0.555771 	[MDD(sum)(wv)],[L-R offense/0.75(wv)]
0.770219 0.671747 	[SDom(wv)],[L-R offense/0.25(PO)]
0.770295 0.533434 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770302 0.667693 	[SDom(wv)],[L-R both/1.25(PO)]
0.770314 0.533247 	[MDD(sum)(wv)],[2. order Copeland]
0.770335 0.558819 	[Schwartz(wv)],[L-R offense/1(w/tv)]
0.770351 0.673977 	[SDom(wv)],[Sinkhorn(0.001, +1)(PO)]
0.770373 0.560031 	[MDD(sum)(wv)],[L-R offense/1(w/tv)]
0.770406 0.666237 	[SDom(wv)],[L-R defense/1.75(PO)]
0.770407 0.533435 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770407 0.555821 	[MDD(sum)(wv)],[L-R offense/0.5(wv)]
0.770474 0.533393 	[MDD(sum)(wv)],[2. order Copeland]
0.770515 0.53325 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770548 0.533605 	[MDD(sum)(wv)],[2. order Copeland]
0.770561 0.533338 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770563 0.547498 	[MDD(sum)(wv)],[Gradual-[Copeland](None, ordinal)]
0.77059 0.554438 	[MDD(sum)(wv)],[L-R offense/1(fwv)]
0.770592 0.533199 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770599 0.673766 	[SDom(wv)],[L-R defense/0.75(PO)]
0.770605 0.556527 	[MDD(sum)(wv)],[L-R offense/0.25(fwv)]
0.770611 0.533305 	[MDD(sum)(wv)],[2. order Copeland]
0.770613 0.5562 	[MDD(sum)(wv)],[L-R offense/0.25(wv)]
0.770634 0.556281 	[MDD(sum)(wv)],[L-R offense/0.75(fwv)]
0.770652 0.533377 	[MDD(sum)(wv)],[2. order Copeland/2/1]
0.770791 0.533291 	[MDD(sum)(wv)],[2. order Copeland]
0.770826 0.662709 	[SDom(wv)],[AVGEliminate-[Borda]/fd]
0.770826 0.713246 	[SDom(wv)],[L-R both/1.75(rel-margins)]
0.770834 0.533292 	[MDD(sum)(wv)],[2. order Copeland]
0.770897 0.554559 	[MDD(sum)(wv)],[L-R offense/1(wv)]
0.770915 0.574689 	L-R defense/2(wv)
0.771001 0.533235 	[MDD(sum)(wv)],[2. order Copeland]
0.771041 0.560107 	[MDD(sum)(wv)],[L-R offense/1(rel-margins)]
0.771122 0.527996 	[CGTT(wv)],[2. order Copeland/2/1]
0.771209 0.528201 	[CDTT(wv)],[2. order Copeland/2/1]
0.771267 0.549771 	[MDD(sum)(wv)],[HITS(0.001)(fwv)]
0.771293 0.527988 	[CGTT(wv)],[2. order Copeland/2/1]
0.771302 0.528191 	[Smith(wv)],[2. order Copeland/2/1]
0.771321 0.554481 	[MDD(sum)(wv)],[L-R offense/1.25(fwv)]
0.771351 0.528074 	[CGTT(wv)],[2. order Copeland/2/1]
0.771361 0.528057 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771367 0.528 	2. order Copeland/2/1
0.771378 0.528182 	2. order Copeland/2/1
0.771392 0.527846 	2. order Copeland/2/1
0.771393 0.512558 	[CDTT(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.771411 0.527922 	2. order Copeland/2/1
0.771418 0.528041 	[Smith(wv)],[2. order Copeland/2/1]
0.771422 0.559875 	[Smith(wv)],[L-R offense/1(w/tv)]
0.771423 0.561983 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.771428 0.527848 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771442 0.528083 	[Condorcet],[2. order Copeland/2/1]
0.771446 0.52803 	[CDTT(wv)],[2. order Copeland/2/1]
0.771461 0.52812 	[Smith(wv)],[2. order Copeland/2/1]
0.77149 0.560485 	[CGTT(wv)],[L-R offense/1.25(w/tv)]
0.771509 0.52791 	[Condorcet],[2. order Copeland/2/1]
0.771527 0.667139 	[SDom(wv)],[L-R both/1.75(PO)]
0.771535 0.554964 	[MDD(sum)(wv)],[L-R offense/1.75(wv)]
0.771538 0.555021 	[MDD(sum)(wv)],[L-R offense/2(wv)]
0.771542 0.5279 	2. order Copeland/2/1
0.771545 0.52784 	2. order Copeland/2/1
0.771545 0.527856 	2. order Copeland/2/1
0.771551 0.528126 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771563 0.561104 	L-R offense/1(w/tv)
0.771566 0.527981 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771576 0.527881 	[Smith(wv)],[2. order Copeland/2/1]
0.771594 0.527836 	[CDTT(wv)],[2. order Copeland/2/1]
0.771597 0.52802 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771624 0.5281 	[CGTT(wv)],[2. order Copeland/2/1]
0.771626 0.527959 	[CDTT(wv)],[2. order Copeland/2/1]
0.771649 0.528064 	[Condorcet],[2. order Copeland/2/1]
0.771652 0.528132 	[Condorcet],[2. order Copeland/2/1]
0.771654 0.554588 	[MDD(sum)(wv)],[L-R offense/2(fwv)]
0.77169 0.528162 	[Condorcet],[2. order Copeland/2/1]
0.771703 0.527878 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771719 0.528008 	[Smith(wv)],[2. order Copeland/2/1]
0.77172 0.528001 	[CGTT(wv)],[2. order Copeland/2/1]
0.771744 0.527986 	[CDTT(wv)],[2. order Copeland/2/1]
0.771746 0.554592 	[MDD(sum)(wv)],[L-R offense/2.25(wv)]
0.771773 0.674679 	[SDom(wv)],[L-R both/0.5(PO)]
0.771778 0.527989 	[Smith(wv)],[2. order Copeland/2/1]
0.771782 0.561248 	[Schwartz(wv)],[L-R offense/1.5(w/tv)]
0.771786 0.527842 	[CGTT(wv)],[2. order Copeland/2/1]
0.771793 0.528157 	[Smith(wv)],[2. order Copeland/2/1]
0.771794 0.554994 	[MDD(sum)(wv)],[L-R offense/2.25(fwv)]
0.7718 0.513244 	[CGTT(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.771806 0.527747 	[Schwartz(wv)],[2. order Copeland/2/1]
0.771812 0.673627 	[SDom(wv)],[L-R both/2.25(PO)]
0.771826 0.560947 	[Schwartz(wv)],[L-R offense/1.25(w/tv)]
0.771832 0.554656 	[MDD(sum)(wv)],[L-R offense/1.25(wv)]
0.771835 0.667437 	[SDom(wv)],[L-R both/1.5(PO)]
0.771844 0.555115 	[MDD(sum)(wv)],[L-R offense/1.5(wv)]
0.771875 0.666934 	[SDom(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.771896 0.527986 	[Condorcet],[2. order Copeland/2/1]
0.77191 0.528118 	[CDTT(wv)],[2. order Copeland/2/1]
0.771911 0.52796 	[Condorcet],[2. order Copeland/2/1]
0.771929 0.667495 	[SDom(wv)],[L-R defense/2.25(PO)]
0.771942 0.554502 	[MDD(sum)(wv)],[L-R offense/1.75(fwv)]
0.771982 0.512254 	[Schwartz(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.772 0.528066 	[CDTT(wv)],[2. order Copeland/2/1]
0.772004 0.527895 	[CGTT(wv)],[2. order Copeland/2/1]
0.772112 0.554851 	[MDD(sum)(wv)],[L-R offense/1.5(fwv)]
0.77216 0.559739 	[CGTT(wv)],[L-R offense/1.5(w/tv)]
0.772168 0.560033 	[CDTT(wv)],[L-R offense/1.5(w/tv)]
0.772181 0.53828 	[MDD(sum)(wv)],[Eliminate-[Antiplurality]/fd]
0.77224 0.533388 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.772319 0.546574 	[Schwartz(wv)],[Gradual-[Copeland](None, cardinal)]
0.772356 0.672141 	[SDom(wv)],[L-R offense/1.75(PO)]
0.772454 0.668497 	[SDom(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.772477 0.568068 	[Condorcet],[L-R defense/1.5(w/tv)]
0.772486 0.53547 	[MDD(sum)(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.772551 0.559634 	[CDTT(wv)],[L-R offense/1.25(w/tv)]
0.772683 0.567968 	[CGTT(wv)],[L-R offense/0.25(rel-margins)]
0.772749 0.484965 	2. order Copeland
0.772763 0.448038 	[Landau(wv)],[Schulze(tourn-wv)]
0.772878 0.560003 	[Schwartz(wv)],[L-R offense/1.75(w/tv)]
0.772934 0.562489 	[MDD(sum)(wv)],[L-R offense/2(w/tv)]
0.77294 0.494807 	[Condorcet],[2. order Copeland]
0.772945 0.533412 	[Schwartz(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.772958 0.550124 	[MDD(sum)(wv)],[HITS(0.001)(wv)]
0.772959 0.560338 	[CDTT(wv)],[L-R offense/1.75(w/tv)]
0.772966 0.56701 	[CDTT(wv)],[L-R offense/0.25(rel-margins)]
0.773045 0.494844 	[Condorcet],[2. order Copeland]
0.773131 0.560328 	[CDTT(wv)],[L-R offense/2(w/tv)]
0.773152 0.533963 	[CGTT(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.773159 0.568304 	L-R defense/1.5(w/tv)
0.77316 0.547087 	[CDTT(wv)],[Gradual-[Copeland](None, cardinal)]
0.773164 0.546533 	[CGTT(wv)],[Gradual-[Copeland](None, cardinal)]
0.77317 0.495042 	[Condorcet],[2. order Copeland]
0.773176 0.56054 	[CGTT(wv)],[L-R offense/1.75(w/tv)]
0.773183 0.562069 	[MDD(sum)(wv)],[L-R offense/1.5(w/tv)]
0.773208 0.485072 	2. order Copeland
0.773217 0.561519 	[MDD(sum)(wv)],[L-R offense/2.25(w/tv)]
0.773236 0.493478 	[Condorcet],[2. order Copeland]
0.773253 0.533655 	Keener(0.001, +1, norm)(tourn-wv)
0.773291 0.562246 	[MDD(sum)(wv)],[L-R offense/1.75(w/tv)]
0.773304 0.512476 	[CDTT(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.773306 0.493969 	[Condorcet],[2. order Copeland]
0.773359 0.671679 	[SDom(wv)],[L-R offense/1.5(PO)]
0.77336 0.546765 	[CDTT(wv)],[Gradual-[Copeland](None, ordinal)]
0.773394 0.514025 	[Smith(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.773453 0.494723 	[Condorcet],[2. order Copeland]
0.77349 0.533658 	[Smith(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.773517 0.56159 	[MDD(sum)(wv)],[L-R offense/1.25(rel-margins)]
0.77352 0.562173 	[Smith(wv)],[L-R offense/1.25(w/tv)]
0.773525 0.567855 	[Schwartz(wv)],[L-R offense/0.25(rel-margins)]
0.773527 0.562133 	[Schwartz(wv)],[L-R offense/2.25(w/tv)]
0.773573 0.485746 	2. order Copeland
0.773575 0.53359 	[CDTT(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.773583 0.485811 	2. order Copeland
0.773594 0.559912 	[CGTT(wv)],[L-R offense/2(w/tv)]
0.77364 0.50037 	[Condorcet],[Gradual-[2. order Copeland](None, ordinal)]
0.773672 0.53685 	[MDD(sum)(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.773685 0.668885 	[SDom(wv)],[Cardinal-10]
0.77372 0.666054 	[SDom(wv)],[L-R defense/2(PO)]
0.773733 0.494575 	[Condorcet],[2. order Copeland]
0.773813 0.562232 	[Smith(wv)],[L-R offense/1.5(w/tv)]
0.773835 0.513168 	[Schwartz(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.773843 0.533685 	[Condorcet],[Keener(0.001, +1, norm)(tourn-wv)]
0.773912 0.562103 	[CGTT(wv)],[L-R offense/2.25(w/tv)]
0.773919 0.525736 	[Schwartz(wv)],[Keener(0.001, +1, raw)(tourn-wv)]
0.773928 0.536589 	[MDD(sum)(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.773931 0.560054 	[Schwartz(wv)],[L-R offense/2(w/tv)]
0.773958 0.561624 	[MDD(sum)(wv)],[L-R offense/1.25(w/tv)]
0.774036 0.66687 	[SDom(wv)],[Keener(0.001, +1, raw)(PO)]
0.77408 0.546777 	[Schwartz(wv)],[Gradual-[Copeland](None, ordinal)]
0.774085 0.562274 	[CDTT(wv)],[L-R offense/2.25(w/tv)]
0.77413 0.535217 	[MDD(sum)(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.774155 0.678973 	[SDom(wv)],[L-R defense/0.5(PO)]
0.774161 0.572771 	[Condorcet],[L-R defense/1.75(w/tv)]
0.774199 0.669459 	[SDom(wv)],[Cardinal-10(norm)]
0.774299 0.676295 	[SDom(wv)],[HITS(0.001)(PO)]
0.774309 0.681592 	[SDom(wv)],[L-R defense/0.25(PO)]
0.774312 0.555889 	[Schwartz(wv)],[L-R offense/0.75(wv)]
0.774317 0.545514 	[CGTT(wv)],[Gradual-[Copeland](None, ordinal)]
0.774457 0.556314 	[CDTT(wv)],[L-R offense/0.75(fwv)]
0.774493 0.538424 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(tourn-wv)]
0.774511 0.556453 	[CDTT(wv)],[L-R offense/0.5(fwv)]
0.774522 0.57199 	L-R defense/1.75(w/tv)
0.774568 0.555573 	[CGTT(wv)],[L-R offense/0.75(fwv)]
0.77457 0.55591 	[CGTT(wv)],[L-R offense/0.5(fwv)]
0.774608 0.678027 	[SDom(wv)],[L-R offense/2(PO)]
0.77461 0.555829 	[Schwartz(wv)],[L-R offense/0.5(wv)]
