0 0.872558 	Dodgson-Quick(keener)
0.675056 0.367384 	[Schwartz(wv)],[L-R both/1.25(fwv)]
0.675056 0.367385 	[Condorcet],[L-R both/1(fwv)]
0.675056 0.367385 	L-R both/1.75(w/tv)
0.675056 0.367385 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(wv)]
0.675056 0.367385 	[Schwartz(wv)],[L-R both/2(w/tv)]
0.675057 0.367382 	[CDTT(wv)],[L-R defense/0.75(PO)]
0.675057 0.367382 	[CDTT(wv)],[ODM(0.001)(keener)]
0.675057 0.367382 	[CGTT(wv)],[L-R offense/1.75(keener)]
0.675057 0.367382 	[Condorcet],[L-R both/1.25(fwv)]
0.675057 0.367382 	[Condorcet],[Sinkhorn(0.001, +1)(w/tv)]
0.675057 0.367382 	[MDD(sum)(wv)],[L-R both/0.25(w/tv)]
0.675057 0.367382 	[Smith(wv)],[L-R defense/0.5(keener)]
0.675057 0.367383 	[CDTT(wv)],[HITS(0.001)(keener)]
0.675057 0.367383 	[CDTT(wv)],[L-R both/1.25(rel-margins)]
0.675057 0.367383 	[CDTT(wv)],[L-R defense/0.5(PO)]
0.675057 0.367383 	[CDTT(wv)],[L-R offense/1.5(PO)]
0.675057 0.367383 	[CDTT(wv)],[NREM-Opt]
0.675057 0.367383 	[CDTT(wv)],[ODM-arctan(0.001)(w/tv)]
0.675057 0.367383 	[CGTT(wv)],[Keener(0.001, +1, raw)(PO)]
0.675057 0.367383 	[CGTT(wv)],[L-R both/0.25(PO)]
0.675057 0.367383 	[CGTT(wv)],[L-R both/0.75(fwv)]
0.675057 0.367383 	[CGTT(wv)],[L-R both/0.75(rel-margins)]
0.675057 0.367383 	[CGTT(wv)],[L-R both/2.25(PO)]
0.675057 0.367383 	[CGTT(wv)],[L-R defense/0.25(keener)]
0.675057 0.367383 	[CGTT(wv)],[L-R offense/1.5(PO)]
0.675057 0.367383 	[CGTT(wv)],[ODM-arctan(0.001)(w/tv)]
0.675057 0.367383 	[CGTT(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.675057 0.367383 	[Condorcet],[L-R both/2(w/tv)]
0.675057 0.367383 	[Condorcet],[L-R both/2(wv)]
0.675057 0.367383 	[Condorcet],[L-R offense/1.25(keener)]
0.675057 0.367383 	L-R both/1.25(wv)
0.675057 0.367383 	L-R both/1.5(fwv)
0.675057 0.367383 	L-R both/1(w/tv)
0.675057 0.367383 	[MDD(sum)(wv)],[L-R both/0.75(wv)]
0.675057 0.367383 	[MDD(sum)(wv)],[L-R both/1.75(wv)]
0.675057 0.367383 	[MDD(sum)(wv)],[L-R both/1(fwv)]
0.675057 0.367383 	[MDD(sum)(wv)],[L-R offense/2(keener)]
0.675057 0.367383 	ODM-arctan(0.001)(w/tv)
0.675057 0.367383 	[Schwartz(wv)],[Keener(0.001, +1, norm)(PO)]
0.675057 0.367383 	[Schwartz(wv)],[L-R both/0.25(PO)]
0.675057 0.367383 	[Schwartz(wv)],[L-R both/1.5(rel-margins)]
0.675057 0.367383 	[Schwartz(wv)],[L-R both/1.75(w/tv)]
0.675057 0.367383 	[Schwartz(wv)],[L-R both/1.75(wv)]
0.675057 0.367383 	[Schwartz(wv)],[L-R both/1(w/tv)]
0.675057 0.367383 	[Schwartz(wv)],[L-R both/2(wv)]
0.675057 0.367383 	[Schwartz(wv)],[L-R offense/1.25(keener)]
0.675057 0.367383 	[Schwartz(wv)],[L-R offense/1.25(PO)]
0.675057 0.367383 	[Schwartz(wv)],[L-R offense/2(PO)]
0.675057 0.367383 	[Schwartz(wv)],[ODM(0.001)(PO)]
0.675057 0.367383 	[Schwartz(wv)],[VoteForAgainst]
0.675057 0.367383 	[Smith(wv)],[Keener(0.001, +1, norm)(fwv)]
0.675057 0.367383 	[Smith(wv)],[L-R both/1.5(wv)]
0.675057 0.367383 	[Smith(wv)],[L-R both/1.75(w/tv)]
0.675057 0.367383 	[Smith(wv)],[L-R both/2(fwv)]
0.675057 0.367383 	[Smith(wv)],[L-R both/2(w/tv)]
0.675057 0.367383 	[Smith(wv)],[ODM-arctan(0.001)(w/tv)]
0.675057 0.367384 	[CDTT(wv)],[L-R both/0.5(fwv)]
0.675057 0.367384 	[CDTT(wv)],[L-R both/1.25(w/tv)]
0.675057 0.367384 	[CDTT(wv)],[L-R both/2(w/tv)]
0.675057 0.367384 	[CDTT(wv)],[ODM-arctan(0.001)(wv)]
0.675057 0.367384 	[CGTT(wv)],[Cardinal-10(norm)]
0.675057 0.367384 	[CGTT(wv)],[L-R both/0.5(fwv)]
0.675057 0.367384 	[CGTT(wv)],[L-R both/1(fwv)]
0.675057 0.367384 	[CGTT(wv)],[L-R offense/2(PO)]
0.675057 0.367384 	[CGTT(wv)],[ODM(0.001)(keener)]
0.675057 0.367384 	[Condorcet],[L-R both/0.5(fwv)]
0.675057 0.367384 	[Condorcet],[L-R both/0.75(w/tv)]
0.675057 0.367384 	[Landau(wv)],[L-R both/1.25(fwv)]
0.675057 0.367384 	L-R both/0.25(w/tv)
0.675057 0.367384 	[Schwartz(wv)],[ODM-arctan(0.001)(w/tv)]
0.675057 0.367384 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(PO)]
0.675057 0.367384 	[Smith(wv)],[L-R both/1.25(wv)]
0.675057 0.367384 	[Smith(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.675058 0.367381 	[CDTT(wv)],[L-R offense/1.25(PO)]
0.675058 0.367381 	[CGTT(wv)],[L-R both/0.25(fwv)]
0.675058 0.367381 	[CGTT(wv)],[L-R both/1.25(rel-margins)]
0.675058 0.367381 	[Condorcet],[L-R both/1.75(w/tv)]
0.675058 0.367381 	[Condorcet],[Sinkhorn(0.001, +1)(fwv)]
0.675058 0.367381 	[Landau(wv)],[L-R both/0.75(w/tv)]
0.675058 0.367381 	[Landau(wv)],[L-R both/2(wv)]
0.675058 0.367381 	[MDD(sum)(wv)],[L-R both/2.25(wv)]
0.675058 0.367381 	[Schwartz(wv)],[L-R both/1.25(PO)]
0.675058 0.367381 	[Smith(wv)],[L-R both/1.25(fwv)]
0.675058 0.367381 	[Smith(wv)],[L-R both/2.25(wv)]
0.675058 0.367381 	[Smith(wv)],[L-R offense/1.5(keener)]
0.675058 0.367381 	[Smith(wv)],[ODM-arctan(0.001)(wv)]
0.675058 0.367382 	[CDTT(wv)],[Keener(0.001, +1, norm)(fwv)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/0.5(w/tv)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/0.5(wv)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/1.25(wv)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/1.5(rel-margins)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/1.75(wv)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/1(fwv)]
0.675058 0.367382 	[CDTT(wv)],[L-R both/2.25(rel-margins)]
0.675058 0.367382 	[CDTT(wv)],[L-R defense/1.5(PO)]
0.675058 0.367382 	[CDTT(wv)],[L-R defense/2(PO)]
0.675058 0.367382 	[CDTT(wv)],[L-R offense/1(PO)]
0.675058 0.367382 	[CDTT(wv)],[L-R offense/2(keener)]
0.675058 0.367382 	[CGTT(wv)],[HITS(0.001)(keener)]
0.675058 0.367382 	[CGTT(wv)],[HITS(0.001)(PO)]
0.675058 0.367382 	[CGTT(wv)],[Keener(0.001, +1, norm)(PO)]
0.675058 0.367382 	[CGTT(wv)],[L-R both/0.5(w/tv)]
0.675058 0.367382 	[CGTT(wv)],[L-R both/1.25(PO)]
0.675058 0.367382 	[CGTT(wv)],[L-R both/1(wv)]
0.675058 0.367382 	[CGTT(wv)],[ODM-arctan(0.001)(wv)]
0.675058 0.367382 	[CGTT(wv)],[Sinkhorn(0.001, +1)(wv)]
0.675058 0.367382 	[Condorcet],[L-R both/0.25(fwv)]
0.675058 0.367382 	[Condorcet],[L-R both/0.25(keener)]
0.675058 0.367382 	[Condorcet],[L-R both/2.25(fwv)]
0.675058 0.367382 	[Landau(wv)],[L-R both/2.25(fwv)]
0.675058 0.367382 	[Landau(wv)],[ODM(0.001)(keener)]
0.675058 0.367382 	L-R both/0.25(wv)
0.675058 0.367382 	L-R both/1.5(wv)
0.675058 0.367382 	[MDD(sum)(wv)],[L-R both/0.25(wv)]
0.675058 0.367382 	[MDD(sum)(wv)],[L-R both/0.75(fwv)]
0.675058 0.367382 	[MDD(sum)(wv)],[L-R both/1.75(fwv)]
0.675058 0.367382 	[MDD(sum)(wv)],[L-R offense/1.25(keener)]
0.675058 0.367382 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.675058 0.367382 	[Schwartz(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.675058 0.367382 	[Schwartz(wv)],[Keener(0.001, +1, raw)(PO)]
0.675058 0.367382 	[Schwartz(wv)],[L-R both/0.5(w/tv)]
0.675058 0.367382 	[Schwartz(wv)],[L-R both/0.75(PO)]
0.675058 0.367382 	[Schwartz(wv)],[L-R both/2.25(PO)]
0.675058 0.367382 	[Schwartz(wv)],[L-R both/2(rel-margins)]
0.675058 0.367382 	[Schwartz(wv)],[L-R offense/0.75(PO)]
0.675058 0.367382 	[Schwartz(wv)],[L-R offense/1(PO)]
0.675058 0.367382 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.675058 0.367382 	[Smith(wv)],[L-R both/0.25(wv)]
0.675058 0.367382 	[Smith(wv)],[L-R both/0.75(fwv)]
0.675058 0.367382 	[Smith(wv)],[L-R offense/1.25(keener)]
0.675058 0.367382 	[Smith(wv)],[Sinkhorn(0.001, +1)(wv)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/0.25(w/tv)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/0.25(wv)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/0.75(w/tv)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/0.75(wv)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/1.25(fwv)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/1.5(PO)]
0.675058 0.367383 	[CDTT(wv)],[L-R both/1.75(fwv)]
0.675058 0.367383 	[CDTT(wv)],[L-R offense/1.75(PO)]
0.675058 0.367383 	[CGTT(wv)],[L-R both/0.25(wv)]
0.675058 0.367383 	[CGTT(wv)],[L-R both/1.5(rel-margins)]
0.675058 0.367383 	[CGTT(wv)],[L-R both/1.75(w/tv)]
0.675058 0.367383 	[CGTT(wv)],[L-R both/2.25(fwv)]
0.675058 0.367383 	[CGTT(wv)],[L-R defense/1.5(PO)]
0.675058 0.367383 	[CGTT(wv)],[L-R offense/1.75(PO)]
0.675058 0.367383 	[Condorcet],[Keener(0.001, +1, norm)(fwv)]
0.675058 0.367383 	[Condorcet],[L-R both/1.25(wv)]
0.675058 0.367383 	[Landau(wv)],[L-R both/0.5(w/tv)]
0.675058 0.367383 	[Landau(wv)],[L-R both/2(fwv)]
0.675058 0.367383 	[Landau(wv)],[ODM-arctan(0.001)(w/tv)]
0.675058 0.367383 	[Landau(wv)],[Sinkhorn(0.001, +1)(wv)]
0.675058 0.367383 	L-R both/0.25(keener)
0.675058 0.367383 	L-R both/0.5(w/tv)
0.675058 0.367383 	L-R both/2.25(wv)
0.675058 0.367383 	L-R both/2(fwv)
0.675058 0.367383 	[MDD(sum)(wv)],[L-R both/0.25(keener)]
0.675058 0.367383 	[MDD(sum)(wv)],[L-R both/1.5(fwv)]
0.675058 0.367383 	[MDD(sum)(wv)],[L-R offense/1.75(keener)]
0.675058 0.367383 	ODM-arctan(0.001)(wv)
0.675058 0.367383 	[Schwartz(wv)],[Cardinal-10(norm)]
0.675058 0.367383 	[Schwartz(wv)],[HITS(0.001)(keener)]
0.675058 0.367383 	[Schwartz(wv)],[L-R both/1(wv)]
0.675058 0.367383 	[Schwartz(wv)],[L-R both/2(PO)]
0.675058 0.367383 	[Schwartz(wv)],[L-R offense/2.25(keener)]
0.675058 0.367383 	[Schwartz(wv)],[L-R offense/2(keener)]
0.675058 0.367383 	[Schwartz(wv)],[ODM(0.001)(keener)]
0.675058 0.367383 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.675058 0.367383 	[Smith(wv)],[L-R both/1.5(fwv)]
0.675058 0.367383 	[Smith(wv)],[L-R defense/0.75(keener)]
0.675058 0.367384 	[CGTT(wv)],[L-R both/2.25(w/tv)]
0.675058 0.367384 	[Landau(wv)],[L-R both/1(wv)]
0.675058 0.367384 	[MDD(sum)(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.675058 0.367384 	[Schwartz(wv)],[L-R both/0.75(wv)]
0.675058 0.367384 	[Smith(wv)],[ODM(0.001)(keener)]
0.675058 0.36738 	[Schwartz(wv)],[L-R both/2.25(fwv)]
0.675059 0.367381 	[CDTT(wv)],[L-R both/0.25(fwv)]
0.675059 0.367381 	[CDTT(wv)],[L-R both/0.25(keener)]
0.675059 0.367381 	[CDTT(wv)],[L-R both/0.5(PO)]
0.675059 0.367381 	[CDTT(wv)],[L-R both/1(w/tv)]
0.675059 0.367381 	[CDTT(wv)],[L-R both/2.25(w/tv)]
0.675059 0.367381 	[CDTT(wv)],[L-R defense/1(PO)]
0.675059 0.367381 	[CDTT(wv)],[L-R offense/0.5(PO)]
0.675059 0.367381 	[CGTT(wv)],[L-R both/0.75(PO)]
0.675059 0.367381 	[CGTT(wv)],[L-R both/2.25(rel-margins)]
0.675059 0.367381 	[CGTT(wv)],[L-R both/2.25(wv)]
0.675059 0.367381 	[CGTT(wv)],[L-R both/2(rel-margins)]
0.675059 0.367381 	[CGTT(wv)],[L-R offense/0.5(PO)]
0.675059 0.367381 	[CGTT(wv)],[L-R offense/2(keener)]
0.675059 0.367381 	[CGTT(wv)],[ODM(0.001)(PO)]
0.675059 0.367381 	[Condorcet],[L-R offense/1.5(keener)]
0.675059 0.367381 	[Landau(wv)],[L-R both/0.75(fwv)]
0.675059 0.367381 	[Landau(wv)],[L-R both/1.25(wv)]
0.675059 0.367381 	[Landau(wv)],[L-R both/1.75(w/tv)]
0.675059 0.367381 	[Landau(wv)],[L-R both/2.25(w/tv)]
0.675059 0.367381 	[Landau(wv)],[L-R offense/1.5(keener)]
0.675059 0.367381 	L-R both/0.75(fwv)
0.675059 0.367381 	L-R both/0.75(w/tv)
0.675059 0.367381 	L-R both/1.25(w/tv)
0.675059 0.367381 	L-R both/1.75(fwv)
0.675059 0.367381 	L-R both/1(fwv)
0.675059 0.367381 	[MDD(sum)(wv)],[L-R both/1.25(w/tv)]
0.675059 0.367381 	[MDD(sum)(wv)],[L-R both/1(w/tv)]
0.675059 0.367381 	[MDD(sum)(wv)],[L-R both/2.25(fwv)]
0.675059 0.367381 	[MDD(sum)(wv)],[L-R defense/0.5(keener)]
0.675059 0.367381 	[MDD(sum)(wv)],[L-R offense/2.25(keener)]
0.675059 0.367381 	[Schwartz(wv)],[L-R both/0.25(fwv)]
0.675059 0.367381 	[Schwartz(wv)],[L-R both/1.75(fwv)]
0.675059 0.367381 	[Schwartz(wv)],[L-R both/1(fwv)]
0.675059 0.367381 	[Schwartz(wv)],[L-R defense/0.25(keener)]
0.675059 0.367381 	[Schwartz(wv)],[L-R defense/2.25(PO)]
0.675059 0.367381 	[Schwartz(wv)],[L-R defense/2(PO)]
0.675059 0.367381 	[Schwartz(wv)],[L-R offense/0.5(PO)]
0.675059 0.367381 	[Schwartz(wv)],[L-R offense/1.5(PO)]
0.675059 0.367381 	[Smith(wv)],[L-R both/0.5(fwv)]
0.675059 0.367381 	[Smith(wv)],[L-R both/1.75(fwv)]
0.675059 0.367381 	[Smith(wv)],[L-R both/1.75(wv)]
0.675059 0.367381 	[Smith(wv)],[L-R both/2(wv)]
0.675059 0.367382 	[CDTT(wv)],[HITS(0.001)(PO)]
0.675059 0.367382 	[CDTT(wv)],[L-R both/0.75(fwv)]
0.675059 0.367382 	[CDTT(wv)],[L-R both/1.5(fwv)]
0.675059 0.367382 	[CDTT(wv)],[L-R offense/2.25(keener)]
0.675059 0.367382 	[CDTT(wv)],[L-R offense/2.25(PO)]
0.675059 0.367382 	[CDTT(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.675059 0.367382 	[CDTT(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.675059 0.367382 	[CGTT(wv)],[L-R both/1.25(wv)]
0.675059 0.367382 	[CGTT(wv)],[L-R both/1.5(w/tv)]
0.675059 0.367382 	[CGTT(wv)],[L-R both/1.75(PO)]
0.675059 0.367382 	[CGTT(wv)],[L-R both/1.75(wv)]
0.675059 0.367382 	[CGTT(wv)],[L-R both/1(rel-margins)]
0.675059 0.367382 	[CGTT(wv)],[L-R defense/0.5(keener)]
0.675059 0.367382 	[CGTT(wv)],[L-R defense/2(PO)]
0.675059 0.367382 	[CGTT(wv)],[L-R offense/1.25(keener)]
0.675059 0.367382 	[CGTT(wv)],[ODM-arctan(0.001)(PO)]
0.675059 0.367382 	[CGTT(wv)],[VoteForAgainst]
0.675059 0.367382 	[Condorcet],[L-R both/1.5(wv)]
0.675059 0.367382 	[Condorcet],[L-R both/1(wv)]
0.675059 0.367382 	[Condorcet],[ODM(0.001)(keener)]
0.675059 0.367382 	[Condorcet],[ODM-arctan(0.001)(w/tv)]
0.675059 0.367382 	[Landau(wv)],[L-R both/2.25(wv)]
0.675059 0.367382 	[Landau(wv)],[L-R offense/1.25(keener)]
0.675059 0.367382 	[Landau(wv)],[L-R offense/1.75(keener)]
0.675059 0.367382 	[Landau(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.675059 0.367382 	L-R both/1.5(w/tv)
0.675059 0.367382 	[MDD(sum)(wv)],[HITS(0.001)(keener)]
0.675059 0.367382 	[MDD(sum)(wv)],[Keener(0.001, +1, norm)(fwv)]
0.675059 0.367382 	[MDD(sum)(wv)],[L-R both/0.5(fwv)]
0.675059 0.367382 	[MDD(sum)(wv)],[L-R both/1.5(wv)]
0.675059 0.367382 	[MDD(sum)(wv)],[L-R both/2(fwv)]
0.675059 0.367382 	[MDD(sum)(wv)],[L-R both/2(wv)]
0.675059 0.367382 	[MDD(sum)(wv)],[L-R defense/0.75(keener)]
0.675059 0.367382 	[MDD(sum)(wv)],[L-R offense/1.5(keener)]
0.675059 0.367382 	[Schwartz(wv)],[Keener(0.001, +1, norm)(fwv)]
0.675059 0.367382 	[Schwartz(wv)],[L-R both/0.25(w/tv)]
0.675059 0.367382 	[Schwartz(wv)],[L-R both/1.25(rel-margins)]
0.675059 0.367382 	[Schwartz(wv)],[L-R both/1.25(wv)]
0.675059 0.367382 	[Schwartz(wv)],[L-R both/1.75(PO)]
0.675059 0.367382 	[Schwartz(wv)],[L-R both/1(PO)]
0.675059 0.367382 	[Schwartz(wv)],[L-R defense/1.25(PO)]
0.675059 0.367382 	[Schwartz(wv)],[L-R defense/1(PO)]
0.675059 0.367382 	[Schwartz(wv)],[L-R offense/1.5(keener)]
0.675059 0.367382 	[Schwartz(wv)],[L-R offense/1.75(keener)]
0.675059 0.367382 	Sinkhorn(0.001, +1)(fwv)
0.675059 0.367382 	Sinkhorn(0.001, +1)(w/tv)
0.675059 0.367382 	[Smith(wv)],[L-R both/1.25(w/tv)]
0.675059 0.367382 	[Smith(wv)],[L-R both/2.25(fwv)]
0.675059 0.367383 	[CDTT(wv)],[Keener(0.001, +1, raw)(PO)]
0.675059 0.367383 	[CDTT(wv)],[L-R both/1(wv)]
0.675059 0.367383 	[CDTT(wv)],[L-R both/2(PO)]
0.675059 0.367383 	[CDTT(wv)],[L-R defense/1.75(PO)]
0.675059 0.367383 	[CDTT(wv)],[Sinkhorn(0.001, +1)(wv)]
0.675059 0.367383 	[CGTT(wv)],[Cardinal-10]
0.675059 0.367383 	[CGTT(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.675059 0.367383 	[CGTT(wv)],[L-R both/1(PO)]
0.675059 0.367383 	[CGTT(wv)],[L-R both/2(PO)]
0.675059 0.367383 	[Condorcet],[L-R both/0.75(fwv)]
0.675059 0.367383 	[Landau(wv)],[L-R both/0.25(fwv)]
0.675059 0.367383 	[Landau(wv)],[L-R both/1.25(w/tv)]
0.675059 0.367383 	[Landau(wv)],[L-R defense/0.5(keener)]
0.675059 0.367383 	L-R both/0.5(wv)
0.675059 0.367383 	[MDD(sum)(wv)],[ODM-arctan(0.001)(w/tv)]
0.675059 0.367383 	[Schwartz(wv)],[L-R both/2(fwv)]
0.675059 0.367383 	[Schwartz(wv)],[L-R offense/0.25(PO)]
0.675059 0.367383 	Sinkhorn(0.001, +1)(wv)
0.675059 0.367383 	[Smith(wv)],[L-R both/1(fwv)]
0.675059 0.367384 	[MDD(sum)(wv)],[L-R both/0.5(wv)]
0.675059 0.36738 	[CDTT(wv)],[L-R both/1.5(wv)]
0.675059 0.36738 	[CDTT(wv)],[L-R both/2.25(wv)]
0.675059 0.36738 	[CGTT(wv)],[L-R defense/0.5(PO)]
0.675059 0.36738 	[CGTT(wv)],[L-R defense/1.25(PO)]
0.675059 0.36738 	[Condorcet],[L-R both/2.25(w/tv)]
0.675059 0.36738 	L-R both/2.25(w/tv)
0.675059 0.36738 	[MDD(sum)(wv)],[L-R both/1.5(w/tv)]
0.675059 0.36738 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(wv)]
0.67506 0.367381 	[CDTT(wv)],[L-R both/0.75(rel-margins)]
0.67506 0.367381 	[CDTT(wv)],[L-R both/1.5(w/tv)]
0.67506 0.367381 	[CDTT(wv)],[L-R both/1(PO)]
0.67506 0.367381 	[CDTT(wv)],[L-R both/2(fwv)]
0.67506 0.367381 	[CDTT(wv)],[L-R both/2(wv)]
0.67506 0.367381 	[CDTT(wv)],[L-R defense/1.25(PO)]
0.67506 0.367381 	[CDTT(wv)],[L-R defense/2.25(PO)]
0.67506 0.367381 	[CGTT(wv)],[L-R both/0.25(w/tv)]
0.67506 0.367381 	[CGTT(wv)],[L-R both/0.5(wv)]
0.67506 0.367381 	[CGTT(wv)],[L-R both/1.5(PO)]
0.67506 0.367381 	[CGTT(wv)],[L-R both/1.75(fwv)]
0.67506 0.367381 	[CGTT(wv)],[L-R both/2(wv)]
0.67506 0.367381 	[CGTT(wv)],[L-R defense/0.25(PO)]
0.67506 0.367381 	[CGTT(wv)],[L-R defense/1(PO)]
0.67506 0.367381 	[CGTT(wv)],[L-R offense/0.75(PO)]
0.67506 0.367381 	[CGTT(wv)],[L-R offense/1.5(keener)]
0.67506 0.367381 	[CGTT(wv)],[L-R offense/2.25(keener)]
0.67506 0.367381 	[CGTT(wv)],[L-R offense/2.25(PO)]
0.67506 0.367381 	[CGTT(wv)],[Sinkhorn(0.001, +1)(PO)]
0.67506 0.367381 	[CGTT(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.67506 0.367381 	[Condorcet],[L-R both/0.25(wv)]
0.67506 0.367381 	[Condorcet],[L-R both/0.5(w/tv)]
0.67506 0.367381 	[Condorcet],[L-R both/1.25(w/tv)]
0.67506 0.367381 	[Condorcet],[L-R defense/0.5(keener)]
0.67506 0.367381 	Keener(0.001, +1, norm)(fwv)
0.67506 0.367381 	[Landau(wv)],[L-R both/0.25(w/tv)]
0.67506 0.367381 	[Landau(wv)],[L-R both/1.5(w/tv)]
0.67506 0.367381 	[Landau(wv)],[L-R both/1.75(fwv)]
0.67506 0.367381 	[Landau(wv)],[L-R defense/0.75(keener)]
0.67506 0.367381 	[Landau(wv)],[ODM-arctan(0.001)(wv)]
0.67506 0.367381 	[Landau(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.67506 0.367381 	L-R both/0.5(fwv)
0.67506 0.367381 	L-R both/0.75(wv)
0.67506 0.367381 	L-R both/1.25(fwv)
0.67506 0.367381 	[MDD(sum)(wv)],[L-R both/0.75(w/tv)]
0.67506 0.367381 	[Schwartz(wv)],[Borda]
0.67506 0.367381 	[Schwartz(wv)],[L-R both/0.25(wv)]
0.67506 0.367381 	[Schwartz(wv)],[L-R both/0.5(PO)]
0.67506 0.367381 	[Schwartz(wv)],[L-R both/0.75(fwv)]
0.67506 0.367381 	[Schwartz(wv)],[L-R both/1.25(w/tv)]
0.67506 0.367381 	[Schwartz(wv)],[L-R both/1.5(fwv)]
0.67506 0.367381 	[Schwartz(wv)],[L-R both/1.5(w/tv)]
0.67506 0.367381 	[Schwartz(wv)],[L-R defense/0.25(PO)]
0.67506 0.367381 	[Schwartz(wv)],[L-R defense/0.5(keener)]
0.67506 0.367381 	[Smith(wv)],[L-R both/0.5(wv)]
0.67506 0.367381 	[Smith(wv)],[L-R both/0.75(wv)]
0.67506 0.367381 	[Smith(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.67506 0.367382 	[CDTT(wv)],[L-R both/0.25(PO)]
0.67506 0.367382 	[CDTT(wv)],[L-R both/1.75(w/tv)]
0.67506 0.367382 	[CDTT(wv)],[L-R offense/0.25(PO)]
0.67506 0.367382 	[CDTT(wv)],[L-R offense/0.75(PO)]
0.67506 0.367382 	[CDTT(wv)],[L-R offense/1.75(keener)]
0.67506 0.367382 	[CDTT(wv)],[L-R offense/2(PO)]
0.67506 0.367382 	[CDTT(wv)],[VoteForAgainst]
0.67506 0.367382 	[CGTT(wv)],[L-R both/0.5(PO)]
0.67506 0.367382 	[CGTT(wv)],[L-R both/2(fwv)]
0.67506 0.367382 	[CGTT(wv)],[L-R defense/2.25(PO)]
0.67506 0.367382 	[Condorcet],[L-R both/0.75(wv)]
0.67506 0.367382 	[Condorcet],[L-R defense/0.75(keener)]
0.67506 0.367382 	[Landau(wv)],[Keener(0.001, +1, norm)(fwv)]
0.67506 0.367382 	[Landau(wv)],[L-R both/0.25(keener)]
0.67506 0.367382 	L-R both/1.75(wv)
0.67506 0.367382 	L-R both/1(wv)
0.67506 0.367382 	L-R both/2.25(fwv)
0.67506 0.367382 	[MDD(sum)(wv)],[L-R both/0.25(fwv)]
0.67506 0.367382 	[MDD(sum)(wv)],[L-R both/2(w/tv)]
0.67506 0.367382 	[Schwartz(wv)],[L-R both/0.5(wv)]
0.67506 0.367382 	[Schwartz(wv)],[L-R both/0.75(w/tv)]
0.67506 0.367382 	[Schwartz(wv)],[L-R both/2.25(w/tv)]
0.67506 0.36738 	[CDTT(wv)],[Keener(0.001, +1, norm)(PO)]
0.67506 0.36738 	[CDTT(wv)],[L-R both/1.75(rel-margins)]
0.67506 0.36738 	[CGTT(wv)],[L-R both/0.25(keener)]
0.67506 0.36738 	[CGTT(wv)],[L-R both/1.5(fwv)]
0.67506 0.36738 	[CGTT(wv)],[L-R both/1.5(wv)]
0.67506 0.36738 	[CGTT(wv)],[L-R defense/0.75(keener)]
0.67506 0.36738 	[CGTT(wv)],[L-R offense/0.25(PO)]
0.67506 0.36738 	[Condorcet],[L-R both/1.75(fwv)]
0.67506 0.36738 	[Condorcet],[L-R both/1.75(wv)]
0.67506 0.36738 	[Condorcet],[Sinkhorn(0.001, +1)(wv)]
0.67506 0.36738 	[Landau(wv)],[L-R both/0.25(wv)]
0.67506 0.36738 	[Landau(wv)],[L-R both/1.5(fwv)]
0.67506 0.36738 	[Landau(wv)],[L-R both/1(fwv)]
0.67506 0.36738 	[MDD(sum)(wv)],[L-R both/0.5(w/tv)]
0.67506 0.36738 	[MDD(sum)(wv)],[L-R both/1.25(wv)]
0.67506 0.36738 	[MDD(sum)(wv)],[L-R both/1(wv)]
0.67506 0.36738 	[Schwartz(wv)],[L-R both/1.5(wv)]
0.67506 0.36738 	[Schwartz(wv)],[L-R defense/1.75(PO)]
0.67506 0.36738 	[Schwartz(wv)],[NREM-Opt]
0.67506 0.36738 	[Smith(wv)],[L-R both/0.5(w/tv)]
0.67506 0.36738 	[Smith(wv)],[L-R both/0.75(w/tv)]
